ciudad,fecha_datos,url,Fecha,Temperatura,Clima,Viento
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Domingo, 23 febrero",16°/13°,Lluvia moderada a intervalos,12Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Lunes, 24 febrero",17°/13°,Despejado,5Km/h
Melilla,2025-02-12,https://www.tiempo3.com/europe/spain/melilla?page=14,"Martes, 25 febrero",17°/13°,Despejado,5Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Miércoles, 12 febrero",13°/11°,Ligeras precipitaciones,13Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Jueves, 13 febrero",13°/9°,Cielo cubierto,8Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Viernes, 14 febrero",16°/12°,Parcialmente nublado,17Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Sábado, 15 febrero",16°/11°,Cielo cubierto,5Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Domingo, 16 febrero",15°/11°,Despejado,6Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Lunes, 17 febrero",16°/11°,Cielo cubierto,8Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Martes, 18 febrero",18°/13°,Parcialmente nublado,14Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Miércoles, 19 febrero",18°/13°,Despejado,13Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Jueves, 20 febrero",16°/12°,Despejado,8Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Viernes, 21 febrero",19°/12°,Despejado,15Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Sábado, 22 febrero",15°/12°,Lluvia moderada a intervalos,10Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Domingo, 23 febrero",17°/10°,Parcialmente nublado,25Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Lunes, 24 febrero",12°/10°,Ligeras lluvias,15Km/h
Santander,2025-02-12,https://www.tiempo3.com/europe/spain/cantabria/santander?page=14,"Martes, 25 febrero",12°/9°,Ligeras precipitaciones,3Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Miércoles, 12 febrero",9°/4°,Ligeras lluvias,6Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Jueves, 13 febrero",10°/1°,Lluvia moderada a intervalos,7Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Viernes, 14 febrero",14°/6°,Parcialmente nublado,4Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Sábado, 15 febrero",13°/5°,Despejado,2Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Domingo, 16 febrero",14°/4°,Despejado,5Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Lunes, 17 febrero",14°/4°,Despejado,8Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Martes, 18 febrero",16°/7°,Cielo cubierto,22Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Miércoles, 19 febrero",14°/5°,Lluvia moderada a intervalos,12Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Jueves, 20 febrero",15°/5°,Parcialmente nublado,9Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Viernes, 21 febrero",14°/5°,Parcialmente nublado,22Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Sábado, 22 febrero",10°/7°,Lluvia moderada a intervalos,4Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Domingo, 23 febrero",13°/4°,Neblina,23Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Lunes, 24 febrero",9°/6°,Ligeras lluvias,20Km/h
Burgos,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Martes, 25 febrero",9°/4°,Lluvia moderada a intervalos,8Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Miércoles, 12 febrero",10°/4°,Parcialmente nublado,11Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Jueves, 13 febrero",12°/4°,Cielo cubierto,4Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Viernes, 14 febrero",14°/5°,Cielo cubierto,8Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Sábado, 15 febrero",15°/5°,Parcialmente nublado,8Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Domingo, 16 febrero",15°/4°,Despejado,9Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Lunes, 17 febrero",16°/5°,Despejado,7Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Martes, 18 febrero",17°/7°,Soleado,18Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Miércoles, 19 febrero",15°/7°,Lluvia moderada a intervalos,3Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Jueves, 20 febrero",15°/7°,Lluvia moderada a intervalos,7Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Viernes, 21 febrero",14°/7°,Lluvia moderada a intervalos,14Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Sábado, 22 febrero",10°/6°,Ligeras lluvias,4Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Domingo, 23 febrero",11°/4°,Parcialmente nublado,26Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Lunes, 24 febrero",11°/6°,Ligeras lluvias,11Km/h
Salamanca,2025-02-12,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Martes, 25 febrero",10°/3°,Llovizna,6Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Miércoles, 12 febrero",21°/7°,Parcialmente nublado,27Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Jueves, 13 febrero",20°/8°,Despejado,5Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Viernes, 14 febrero",22°/9°,Despejado,12Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Sábado, 15 febrero",21°/10°,Cielo cubierto,7Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Domingo, 16 febrero",19°/8°,Cielo cubierto,4Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Lunes, 17 febrero",22°/8°,Despejado,8Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Martes, 18 febrero",18°/8°,Parcialmente nublado,23Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Miércoles, 19 febrero",20°/12°,Parcialmente nublado,22Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Jueves, 20 febrero",15°/11°,Ligeras precipitaciones,11Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Viernes, 21 febrero",17°/11°,Ligeras precipitaciones,5Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Sábado, 22 febrero",12°/11°,Ligeras lluvias,24Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Domingo, 23 febrero",19°/12°,Lluvia moderada a intervalos,7Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Lunes, 24 febrero",19°/11°,Despejado,8Km/h
Murcia,2025-02-12,https://www.tiempo3.com/europe/spain/murcia?page=14,"Martes, 25 febrero",18°/10°,Parcialmente nublado,4Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Miércoles, 12 febrero",13°/10°,Lluvia moderada a intervalos,9Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Jueves, 13 febrero",13°/11°,Llovizna,11Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Viernes, 14 febrero",16°/10°,Parcialmente nublado,10Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Sábado, 15 febrero",16°/10°,Parcialmente nublado,6Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Domingo, 16 febrero",16°/10°,Nublado,9Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Lunes, 17 febrero",16°/10°,Parcialmente nublado,10Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Martes, 18 febrero",18°/11°,Lluvia moderada a intervalos,9Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Miércoles, 19 febrero",18°/11°,Nublado,4Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Jueves, 20 febrero",17°/11°,Parcialmente nublado,7Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Viernes, 21 febrero",14°/10°,Llovizna,17Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Sábado, 22 febrero",13°/9°,Lluvia moderada a intervalos,5Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Domingo, 23 febrero",12°/9°,Lluvia moderada a intervalos,24Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Lunes, 24 febrero",12°/9°,Ligeras precipitaciones,16Km/h
Vigo,2025-02-12,https://www.tiempo3.com/europe/spain/asturias/vigo?page=14,"Martes, 25 febrero",12°/7°,Lluvia moderada a intervalos,4Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Miércoles, 12 febrero",17°/12°,Parcialmente nublado,15Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Jueves, 13 febrero",16°/12°,Despejado,1Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Viernes, 14 febrero",16°/12°,Soleado,4Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Sábado, 15 febrero",17°/13°,Cielo cubierto,9Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Domingo, 16 febrero",17°/14°,Cielo cubierto,6Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Lunes, 17 febrero",17°/12°,Soleado,13Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Martes, 18 febrero",18°/13°,Despejado,32Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Miércoles, 19 febrero",17°/14°,Llovizna,27Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Jueves, 20 febrero",14°/12°,Lluvias con tormenta fuertes o moderadas en la región,8Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Viernes, 21 febrero",15°/13°,Parcialmente nublado,6Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Sábado, 22 febrero",13°/12°,Ligeras lluvias,9Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Domingo, 23 febrero",15°/12°,Parcialmente nublado,9Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Lunes, 24 febrero",15°/13°,Despejado,15Km/h
Almeria,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/almeria?page=14,"Martes, 25 febrero",16°/13°,Lluvia moderada a intervalos,7Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Miércoles, 12 febrero",16°/13°,Nublado,14Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Jueves, 13 febrero",14°/13°,Lluvia moderada a intervalos,23Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Viernes, 14 febrero",14°/12°,Lluvia moderada a intervalos,5Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Sábado, 15 febrero",14°/12°,Parcialmente nublado,15Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Domingo, 16 febrero",14°/12°,Soleado,8Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Lunes, 17 febrero",15°/13°,Despejado,6Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Martes, 18 febrero",15°/13°,Despejado,23Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Miércoles, 19 febrero",15°/14°,Despejado,28Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Jueves, 20 febrero",14°/14°,Parcialmente nublado,36Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Viernes, 21 febrero",15°/14°,Lluvia moderada a intervalos,17Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Sábado, 22 febrero",15°/13°,Lluvia moderada a intervalos,21Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Domingo, 23 febrero",15°/13°,Ligeras precipitaciones,13Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Lunes, 24 febrero",15°/13°,Despejado,13Km/h
Mahon,2025-02-12,https://www.tiempo3.com/europe/spain/balearic-islands/mahon?page=14,"Martes, 25 febrero",15°/14°,Parcialmente nublado,21Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Miércoles, 12 febrero",9°/4°,Ligeras lluvias,3Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Jueves, 13 febrero",13°/2°,Lluvia moderada a intervalos,4Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Viernes, 14 febrero",16°/6°,Parcialmente nublado,5Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Sábado, 15 febrero",15°/5°,Despejado,8Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Domingo, 16 febrero",16°/5°,Parcialmente nublado,6Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Lunes, 17 febrero",16°/5°,Parcialmente nublado,9Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Martes, 18 febrero",15°/6°,Nublado,22Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Miércoles, 19 febrero",14°/7°,Despejado,14Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Jueves, 20 febrero",15°/6°,Neblina,9Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Viernes, 21 febrero",14°/5°,Soleado,22Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Sábado, 22 febrero",13°/9°,Lluvia moderada a intervalos,4Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Domingo, 23 febrero",16°/6°,Neblina,13Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Lunes, 24 febrero",10°/8°,Llovizna,9Km/h
Vitoria-Gasteiz,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/vitoria-gasteiz?page=14,"Martes, 25 febrero",12°/7°,Lluvia moderada a intervalos,4Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Miércoles, 12 febrero",18°/11°,Parcialmente nublado,18Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Jueves, 13 febrero",18°/9°,Parcialmente nublado,3Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Viernes, 14 febrero",18°/10°,Parcialmente nublado,2Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Sábado, 15 febrero",19°/11°,Cielo cubierto,2Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Domingo, 16 febrero",19°/12°,Cielo cubierto,2Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Lunes, 17 febrero",18°/11°,Parcialmente nublado,11Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Martes, 18 febrero",20°/12°,Cielo cubierto,37Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Miércoles, 19 febrero",19°/16°,Ligeras precipitaciones,10Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Jueves, 20 febrero",16°/12°,Ligeras lluvias,6Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Viernes, 21 febrero",17°/10°,Lluvia moderada a intervalos,8Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Sábado, 22 febrero",16°/12°,Ligeras precipitaciones,14Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Domingo, 23 febrero",17°/10°,Lluvia moderada a intervalos,12Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Lunes, 24 febrero",17°/12°,Despejado,4Km/h
Málaga,2025-02-12,https://www.tiempo3.com/europe/spain/andalucia/malaga?page=14,"Martes, 25 febrero",13°/12°,Ligeras precipitaciones,3Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Miércoles, 12 febrero",19°/10°,Despejado,19Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Jueves, 13 febrero",15°/11°,Despejado,7Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Viernes, 14 febrero",19°/12°,Despejado,1Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Sábado, 15 febrero",17°/13°,Soleado,7Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Domingo, 16 febrero",16°/12°,Nublado,4Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Lunes, 17 febrero",17°/11°,Despejado,4Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Martes, 18 febrero",16°/12°,Despejado,27Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Miércoles, 19 febrero",18°/13°,Parcialmente nublado,24Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Jueves, 20 febrero",17°/14°,Lluvia moderada a intervalos,24Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Viernes, 21 febrero",15°/13°,Lluvia moderada a intervalos,4Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Sábado, 22 febrero",14°/12°,Lluvia moderada,14Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Domingo, 23 febrero",16°/13°,Lluvia moderada a intervalos,7Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Lunes, 24 febrero",16°/12°,Despejado,8Km/h
Alicante,2025-02-12,https://www.tiempo3.com/europe/spain/comunidad-valenciana/alicante?page=14,"Martes, 25 febrero",16°/11°,Lluvia moderada a intervalos,3Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Miércoles, 12 febrero",19°/18°,Lluvia moderada a intervalos,17Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Jueves, 13 febrero",19°/18°,Cielo cubierto,15Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Viernes, 14 febrero",19°/18°,Despejado,11Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Sábado, 15 febrero",19°/18°,Lluvia moderada a intervalos,27Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Domingo, 16 febrero",18°/17°,Despejado,15Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Lunes, 17 febrero",18°/17°,Parcialmente nublado,23Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Martes, 18 febrero",19°/18°,Lluvia moderada a intervalos,35Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Miércoles, 19 febrero",18°/17°,Lluvia moderada a intervalos,19Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Jueves, 20 febrero",17°/16°,Despejado,14Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Viernes, 21 febrero",19°/17°,Despejado,21Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Sábado, 22 febrero",19°/17°,Despejado,10Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Domingo, 23 febrero",17°/17°,Despejado,7Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Lunes, 24 febrero",18°/17°,Cielo cubierto,9Km/h
San Sebastian,2025-02-12,https://www.tiempo3.com/europe/spain/pais-vasco/san-sebastian?page=14,"Martes, 25 febrero",18°/17°,Lluvia moderada a intervalos,37Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Miércoles, 12 febrero",18°/11°,Lluvia moderada a intervalos,24Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Jueves, 13 febrero",18°/12°,Cielo cubierto,8Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Viernes, 14 febrero",18°/12°,Despejado,14Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Sábado, 15 febrero",18°/13°,Cielo cubierto,9Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Domingo, 16 febrero",17°/12°,Cielo cubierto,5Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Lunes, 17 febrero",17°/12°,Despejado,8Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Martes, 18 febrero",17°/12°,Soleado,32Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Miércoles, 19 febrero",18°/14°,Parcialmente nublado,40Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Jueves, 20 febrero",16°/14°,Ligeras precipitaciones,30Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Viernes, 21 febrero",16°/13°,Ligeras precipitaciones,12Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Sábado, 22 febrero",13°/12°,Lluvia moderada,26Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Domingo, 23 febrero",17°/13°,Lluvia moderada a intervalos,12Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Lunes, 24 febrero",16°/13°,Despejado,17Km/h
La Palma,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/la-palma?page=14,"Martes, 25 febrero",16°/13°,Despejado,3Km/h
Lleida,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Miércoles, 12 febrero",10°/8°,Ligeras lluvias,5Km/h
Lleida,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Jueves, 13 febrero",14°/6°,Parcialmente nublado,3Km/h
Lleida,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Viernes, 14 febrero",16°/6°,Despejado,5Km/h
Lleida,2025-02-12,https://www.tiempo3.com/europe/spain/catalonia/lleida?page=14,"Sábado, 15 febrero",15°/8°,Parcialmente nublado,5Km/h
